,Time,Open,High,Low,Close,Volume
0,2025-01-01 21:00:00+00:00,2624.8,2625.01,2620.7,2623.68,163
1,2025-01-02 00:00:00+00:00,2623.52,2636.02,2622.0,2634.63,473
2,2025-01-02 03:00:00+00:00,2634.68,2636.15,2631.0,2633.91,470
3,2025-01-02 06:00:00+00:00,2633.2,2637.61,2631.02,2636.38,467
4,2025-01-02 09:00:00+00:00,2637.21,2645.73,2632.0,2641.87,466
5,2025-01-02 12:00:00+00:00,2642.15,2650.71,2636.11,2647.02,458
6,2025-01-02 15:00:00+00:00,2647.69,2660.21,2645.49,2656.54,466
7,2025-01-02 18:00:00+00:00,2656.62,2660.18,2653.8,2659.38,467
8,2025-01-02 21:00:00+00:00,2659.56,2659.9,2656.24,2658.11,315
9,2025-01-03 00:00:00+00:00,2658.56,2663.45,2656.01,2661.87,468
10,2025-01-03 03:00:00+00:00,2662.14,2664.8,2656.16,2658.45,469
11,2025-01-03 06:00:00+00:00,2657.56,2660.02,2650.04,2652.86,465
12,2025-01-03 09:00:00+00:00,2653.1,2659.14,2652.56,2657.61,466
13,2025-01-03 12:00:00+00:00,2657.6,2657.98,2643.85,2647.72,460
14,2025-01-03 15:00:00+00:00,2648.26,2648.26,2638.1,2641.72,463
15,2025-01-03 18:00:00+00:00,2641.97,2642.78,2636.8,2638.07,473
16,2025-01-03 21:00:00+00:00,2637.86,2640.65,2636.1,2639.82,154
17,2025-01-05 21:00:00+00:00,2639.82,2642.25,2638.85,2640.67,139
18,2025-01-06 00:00:00+00:00,2640.65,2647.01,2637.7,2644.36,483
19,2025-01-06 03:00:00+00:00,2644.36,2645.14,2632.23,2633.68,473
20,2025-01-06 06:00:00+00:00,2634.48,2635.05,2625.39,2631.3,466
21,2025-01-06 09:00:00+00:00,2631.94,2648.9,2631.17,2645.17,457
22,2025-01-06 12:00:00+00:00,2645.76,2648.7,2614.66,2631.16,461
23,2025-01-06 15:00:00+00:00,2633.03,2641.03,2629.65,2636.9,462
24,2025-01-06 18:00:00+00:00,2636.08,2638.49,2632.7,2634.22,468
25,2025-01-06 21:00:00+00:00,2634.76,2636.78,2633.54,2634.43,315
26,2025-01-07 00:00:00+00:00,2634.6,2641.01,2632.1,2638.89,465
27,2025-01-07 03:00:00+00:00,2638.91,2645.17,2636.9,2644.42,470
28,2025-01-07 06:00:00+00:00,2644.16,2646.29,2638.16,2641.08,471
29,2025-01-07 09:00:00+00:00,2642.36,2648.54,2640.0,2648.29,464
30,2025-01-07 12:00:00+00:00,2648.63,2663.97,2646.6,2657.95,462
