,Time,Open,High,Low,Close,Volume
0,2025-01-01 22:00:00+00:00,2624.8,2625.01,2620.7,2623.68,163
1,2025-01-02 00:00:00+00:00,2623.52,2634.12,2622.0,2632.72,314
2,2025-01-02 02:00:00+00:00,2632.73,2636.02,2631.6,2633.53,313
3,2025-01-02 04:00:00+00:00,2632.83,2636.15,2631.0,2633.91,316
4,2025-01-02 06:00:00+00:00,2633.2,2635.78,2631.31,2635.78,313
5,2025-01-02 08:00:00+00:00,2635.45,2639.55,2631.02,2636.0,309
6,2025-01-02 10:00:00+00:00,2635.81,2645.73,2632.0,2641.87,311
7,2025-01-02 12:00:00+00:00,2642.15,2647.01,2636.11,2643.1,304
8,2025-01-02 14:00:00+00:00,2643.24,2655.4,2640.52,2653.58,308
9,2025-01-02 16:00:00+00:00,2654.12,2660.21,2650.05,2656.54,312
10,2025-01-02 18:00:00+00:00,2656.62,2658.44,2653.8,2654.76,311
11,2025-01-02 20:00:00+00:00,2654.6,2660.18,2654.2,2657.03,313
12,2025-01-02 22:00:00+00:00,2657.03,2659.27,2656.5,2658.11,158
13,2025-01-03 00:00:00+00:00,2658.56,2661.89,2656.64,2659.22,310
14,2025-01-03 02:00:00+00:00,2658.76,2664.8,2656.01,2662.23,314
15,2025-01-03 04:00:00+00:00,2661.92,2664.2,2656.16,2658.45,313
16,2025-01-03 06:00:00+00:00,2657.56,2660.02,2651.67,2654.29,311
17,2025-01-03 08:00:00+00:00,2654.72,2655.62,2650.04,2653.59,308
18,2025-01-03 10:00:00+00:00,2653.48,2659.14,2653.26,2657.61,312
19,2025-01-03 12:00:00+00:00,2657.6,2657.98,2643.85,2649.88,309
20,2025-01-03 14:00:00+00:00,2648.89,2652.26,2640.97,2644.16,305
21,2025-01-03 16:00:00+00:00,2644.03,2647.18,2638.1,2641.72,309
22,2025-01-03 18:00:00+00:00,2641.97,2642.78,2638.1,2639.48,316
23,2025-01-03 20:00:00+00:00,2639.03,2640.65,2636.1,2639.82,311
24,2025-01-05 22:00:00+00:00,2639.82,2642.25,2638.85,2640.67,139
25,2025-01-06 00:00:00+00:00,2640.65,2647.01,2637.7,2641.23,326
