,Time,Open,High,Low,Close,Volume
0,2025-01-01 22:30:00+00:00,2624.8,2627.5,2620.7,2625.5,322
1,2025-01-02 01:00:00+00:00,2625.13,2636.02,2624.16,2633.47,393
2,2025-01-02 03:30:00+00:00,2633.12,2636.15,2631.0,2633.91,391
3,2025-01-02 06:00:00+00:00,2633.2,2636.75,2631.31,2633.06,390
4,2025-01-02 08:30:00+00:00,2632.71,2645.73,2631.02,2642.71,388
5,2025-01-02 11:00:00+00:00,2642.59,2646.34,2636.11,2640.74,384
6,2025-01-02 13:30:00+00:00,2638.66,2655.4,2637.43,2653.58,383
7,2025-01-02 16:00:00+00:00,2654.12,2660.21,2650.05,2655.16,389
8,2025-01-02 18:30:00+00:00,2654.73,2660.18,2653.8,2659.38,390
9,2025-01-02 21:00:00+00:00,2659.56,2659.9,2656.24,2658.6,235
10,2025-01-02 23:30:00+00:00,2658.69,2661.89,2656.64,2659.22,390
11,2025-01-03 02:00:00+00:00,2658.76,2664.8,2656.01,2663.89,394
12,2025-01-03 04:30:00+00:00,2663.86,2663.86,2656.16,2659.48,390
13,2025-01-03 07:00:00+00:00,2659.86,2659.86,2650.04,2653.47,385
14,2025-01-03 09:30:00+00:00,2653.85,2659.14,2653.16,2657.61,389
15,2025-01-03 12:00:00+00:00,2657.6,2657.98,2643.85,2649.09,382
16,2025-01-03 14:30:00+00:00,2649.71,2652.26,2638.1,2639.91,388
17,2025-01-03 17:00:00+00:00,2640.08,2642.78,2638.7,2641.19,389
18,2025-01-03 19:30:00+00:00,2641.14,2641.9,2636.1,2639.82,391
19,2025-01-05 21:30:00+00:00,2639.82,2642.25,2638.85,2640.67,139
20,2025-01-06 00:00:00+00:00,2640.65,2647.01,2637.7,2643.62,404
21,2025-01-06 02:30:00+00:00,2643.14,2645.14,2634.2,2635.26,398
22,2025-01-06 05:00:00+00:00,2635.36,2636.0,2630.18,2630.69,388
23,2025-01-06 07:30:00+00:00,2630.55,2635.45,2625.39,2632.56,387
24,2025-01-06 10:00:00+00:00,2633.02,2648.9,2631.17,2642.61,379
25,2025-01-06 12:30:00+00:00,2642.26,2648.7,2614.66,2631.16,384
26,2025-01-06 15:00:00+00:00,2633.03,2641.03,2629.65,2637.01,383
27,2025-01-06 17:30:00+00:00,2637.06,2638.49,2633.17,2634.2,392
