,Time,Open,High,Low,Close,Volume
0,2025-01-01 23:00:00+00:00,2624.8,2624.84,2624.01,2624.31,10
1,2025-01-01 23:05:00+00:00,2624.66,2625.01,2623.9,2624.07,15
2,2025-01-01 23:10:00+00:00,2624.68,2624.69,2624.0,2624.26,13
3,2025-01-01 23:15:00+00:00,2624.31,2624.39,2623.6,2623.9,14
4,2025-01-01 23:20:00+00:00,2623.76,2623.9,2623.18,2623.26,13
5,2025-01-01 23:25:00+00:00,2623.24,2623.66,2623.22,2623.57,13
6,2025-01-01 23:30:00+00:00,2623.54,2623.58,2622.4,2623.18,14
7,2025-01-01 23:35:00+00:00,2623.23,2623.37,2622.1,2623.09,16
8,2025-01-01 23:40:00+00:00,2622.57,2623.09,2621.4,2622.13,15
9,2025-01-01 23:45:00+00:00,2621.46,2622.94,2620.7,2622.77,14
10,2025-01-01 23:50:00+00:00,2622.86,2623.64,2622.73,2623.44,13
11,2025-01-01 23:55:00+00:00,2623.44,2623.98,2623.44,2623.68,13
12,2025-01-02 00:00:00+00:00,2623.52,2623.68,2622.0,2623.03,14
13,2025-01-02 00:05:00+00:00,2622.81,2624.81,2622.81,2624.81,13
14,2025-01-02 00:10:00+00:00,2625.31,2625.96,2624.24,2625.64,13
15,2025-01-02 00:15:00+00:00,2625.55,2625.64,2625.05,2625.45,13
16,2025-01-02 00:20:00+00:00,2625.43,2626.2,2625.2,2626.03,14
17,2025-01-02 00:25:00+00:00,2625.91,2626.21,2625.2,2625.2,14
18,2025-01-02 00:30:00+00:00,2626.01,2626.21,2625.28,2625.54,13
19,2025-01-02 00:35:00+00:00,2625.59,2626.28,2625.54,2625.97,13
20,2025-01-02 00:40:00+00:00,2626.04,2627.08,2625.9,2627.08,13
21,2025-01-02 00:45:00+00:00,2626.91,2627.5,2626.77,2626.9,13
22,2025-01-02 00:50:00+00:00,2626.68,2627.21,2626.39,2626.61,13
23,2025-01-02 00:55:00+00:00,2626.57,2626.61,2625.49,2625.5,13
24,2025-01-02 01:00:00+00:00,2625.13,2626.21,2624.16,2626.21,13
25,2025-01-02 01:05:00+00:00,2627.74,2630.14,2625.61,2629.06,13
26,2025-01-02 01:10:00+00:00,2629.88,2630.52,2629.31,2629.46,13
27,2025-01-02 01:15:00+00:00,2629.55,2631.71,2629.55,2631.59,13
28,2025-01-02 01:20:00+00:00,2630.95,2631.22,2629.87,2631.22,13
29,2025-01-02 01:25:00+00:00,2631.14,2632.77,2630.18,2632.49,13
30,2025-01-02 01:30:00+00:00,2632.52,2634.0,2631.71,2634.0,13
31,2025-01-02 01:35:00+00:00,2634.0,2634.12,2632.55,2632.95,13
32,2025-01-02 01:40:00+00:00,2633.15,2633.61,2632.54,2633.42,13
33,2025-01-02 01:45:00+00:00,2633.29,2633.29,2631.74,2632.25,12
34,2025-01-02 01:50:00+00:00,2631.54,2632.6,2631.54,2632.2,13
35,2025-01-02 01:55:00+00:00,2632.3,2633.04,2632.15,2632.72,13
36,2025-01-02 02:00:00+00:00,2632.73,2634.36,2632.73,2633.46,13
37,2025-01-02 02:05:00+00:00,2633.64,2634.38,2633.53,2634.38,13
38,2025-01-02 02:10:00+00:00,2634.36,2634.36,2633.0,2634.03,14
39,2025-01-02 02:15:00+00:00,2634.28,2634.3,2633.72,2634.12,13
40,2025-01-02 02:20:00+00:00,2633.89,2636.02,2633.89,2635.6,13
41,2025-01-02 02:25:00+00:00,2635.57,2635.62,2634.75,2635.27,13
42,2025-01-02 02:30:00+00:00,2634.62,2635.3,2634.19,2634.32,13
43,2025-01-02 02:35:00+00:00,2634.73,2635.59,2634.17,2634.17,13
44,2025-01-02 02:40:00+00:00,2635.01,2635.01,2631.7,2633.0,14
45,2025-01-02 02:45:00+00:00,2632.76,2633.18,2631.6,2632.3,14
46,2025-01-02 02:50:00+00:00,2632.79,2634.01,2632.76,2633.72,13
47,2025-01-02 02:55:00+00:00,2634.03,2635.15,2633.76,2634.63,13
48,2025-01-02 03:00:00+00:00,2634.68,2635.09,2633.83,2634.14,13
49,2025-01-02 03:05:00+00:00,2633.99,2633.99,2633.38,2633.83,13
50,2025-01-02 03:10:00+00:00,2633.63,2633.63,2632.98,2633.33,13
51,2025-01-02 03:15:00+00:00,2633.04,2633.91,2633.04,2633.26,13
52,2025-01-02 03:20:00+00:00,2632.4,2634.62,2632.4,2633.64,14
53,2025-01-02 03:25:00+00:00,2634.15,2634.15,2633.17,2633.47,13
54,2025-01-02 03:30:00+00:00,2633.12,2633.83,2633.0,2633.83,12
55,2025-01-02 03:35:00+00:00,2633.42,2633.61,2632.3,2632.3,13
56,2025-01-02 03:40:00+00:00,2632.39,2633.19,2632.31,2633.19,13
57,2025-01-02 03:45:00+00:00,2632.99,2633.51,2632.95,2633.02,12
58,2025-01-02 03:50:00+00:00,2633.29,2633.29,2632.69,2632.69,12
59,2025-01-02 03:55:00+00:00,2632.8,2633.53,2632.69,2633.53,13
60,2025-01-02 04:00:00+00:00,2632.83,2633.54,2631.9,2632.99,14
61,2025-01-02 04:05:00+00:00,2632.39,2632.74,2632.28,2632.61,13
62,2025-01-02 04:10:00+00:00,2632.65,2633.09,2632.4,2632.49,13
63,2025-01-02 04:15:00+00:00,2632.86,2632.91,2632.23,2632.5,13
64,2025-01-02 04:20:00+00:00,2632.79,2632.9,2632.13,2632.13,13
65,2025-01-02 04:25:00+00:00,2632.8,2632.94,2632.27,2632.31,13
66,2025-01-02 04:30:00+00:00,2632.53,2632.7,2631.0,2632.26,14
67,2025-01-02 04:35:00+00:00,2632.6,2632.6,2631.1,2632.13,14
68,2025-01-02 04:40:00+00:00,2632.15,2632.31,2632.03,2632.03,13
69,2025-01-02 04:45:00+00:00,2632.11,2632.48,2631.18,2632.43,13
70,2025-01-02 04:50:00+00:00,2632.45,2633.78,2632.42,2633.78,13
71,2025-01-02 04:55:00+00:00,2632.96,2633.97,2632.96,2633.81,13
72,2025-01-02 05:00:00+00:00,2633.83,2634.18,2633.34,2633.34,13
73,2025-01-02 05:05:00+00:00,2633.58,2633.58,2632.1,2633.22,15
74,2025-01-02 05:10:00+00:00,2633.38,2633.7,2633.13,2633.26,13
75,2025-01-02 05:15:00+00:00,2633.19,2634.1,2633.19,2634.02,13
76,2025-01-02 05:20:00+00:00,2633.93,2634.1,2632.6,2634.02,13
77,2025-01-02 05:25:00+00:00,2634.22,2635.24,2633.74,2634.89,13
78,2025-01-02 05:30:00+00:00,2635.19,2635.47,2634.64,2635.2,13
79,2025-01-02 05:35:00+00:00,2635.04,2635.64,2635.04,2635.5,13
80,2025-01-02 05:40:00+00:00,2635.8,2636.15,2634.76,2634.76,12
81,2025-01-02 05:45:00+00:00,2634.58,2635.35,2634.03,2634.82,13
82,2025-01-02 05:50:00+00:00,2635.03,2635.03,2634.25,2634.25,13
83,2025-01-02 05:55:00+00:00,2634.02,2634.42,2633.82,2633.91,13
84,2025-01-02 06:00:00+00:00,2633.2,2634.22,2631.76,2632.55,13
85,2025-01-02 06:05:00+00:00,2632.58,2632.58,2631.84,2632.28,13
86,2025-01-02 06:10:00+00:00,2632.56,2632.64,2631.57,2631.57,12
87,2025-01-02 06:15:00+00:00,2631.59,2632.12,2631.31,2632.12,13
88,2025-01-02 06:20:00+00:00,2632.1,2632.96,2632.03,2632.86,13
89,2025-01-02 06:25:00+00:00,2633.07,2634.32,2631.9,2634.18,14
90,2025-01-02 06:30:00+00:00,2634.19,2634.26,2633.69,2633.71,13
91,2025-01-02 06:35:00+00:00,2633.68,2633.92,2633.68,2633.92,13
92,2025-01-02 06:40:00+00:00,2634.2,2634.33,2633.71,2633.99,13
93,2025-01-02 06:45:00+00:00,2634.07,2635.09,2632.6,2633.72,14
94,2025-01-02 06:50:00+00:00,2633.63,2634.51,2633.63,2634.05,13
95,2025-01-02 06:55:00+00:00,2633.87,2634.46,2633.79,2634.39,13
96,2025-01-02 07:00:00+00:00,2633.86,2634.32,2633.59,2634.08,13
